Mn_molar_fraction,Fe_molar_fraction,Co_molar_fraction,Ni_molar_fraction,La_molar_fraction,Ce_molar_fraction,overpotential_V
0.0,0.4,0.0,0.0,0.5,0.1,0.416535
0.3,0.0,0.0,0.4,0.1,0.2,0.41026
0.2,0.3,0.0,0.0,0.3,0.2,0.365006
0.0,0.2,0.5,0.2,0.0,0.1,0.5242180000000001
0.2,0.5,0.0,0.0,0.0,0.3,0.381951
0.0,0.2,0.4,0.0,0.1,0.3,0.4890229999999999
0.1,0.7,0.0,0.1,0.1,0.0,0.379741
0.0,0.7,0.1,0.0,0.2,0.0,0.386684
0.3,0.0,0.0,0.5,0.1,0.1,0.408387
0.0,0.1,0.4,0.4,0.1,0.0,0.463506
0.4,0.0,0.2,0.0,0.0,0.4,0.428955
0.2,0.0,0.3,0.1,0.0,0.4,0.429005
0.4,0.3,0.0,0.3,0.0,0.0,0.354182
0.0,0.3,0.0,0.0,0.7,0.0,0.3971659999999999
0.0,0.1,0.0,0.1,0.1,0.7,0.3961989999999999
0.3,0.2,0.5,0.0,0.0,0.0,0.426202
0.1,0.0,0.4,0.5,0.0,0.0,0.517698
0.0,0.0,0.2,0.3,0.1,0.4,0.4916319999999999
0.4,0.2,0.1,0.3,0.0,0.0,0.348367
0.0,0.3,0.0,0.5,0.0,0.2,0.48466
0.1,0.0,0.4,0.0,0.4,0.1,0.454182
0.1,0.2,0.0,0.0,0.5,0.2,0.3829619999999999
0.5,0.2,0.0,0.1,0.2,0.0,0.363959
0.5,0.0,0.0,0.2,0.3,0.0,0.390135
0.5,0.4,0.0,0.1,0.0,0.0,0.347107
0.4,0.0,0.2,0.3,0.0,0.1,0.401146
0.0,0.3,0.1,0.0,0.5,0.1,0.384332
0.2,0.3,0.3,0.2,0.0,0.0,0.386534
0.1,0.2,0.4,0.0,0.0,0.3,0.454104
0.3,0.1,0.0,0.0,0.0,0.6,0.390599
0.0,0.5,0.0,0.5,0.0,0.0,0.444154
0.0,0.3,0.2,0.0,0.5,0.0,0.411276
0.0,0.0,0.4,0.3,0.1,0.2,0.507947
0.2,0.4,0.0,0.0,0.4,0.0,0.396473
0.0,0.0,0.6,0.0,0.3,0.1,0.4790819999999999
0.1,0.5,0.3,0.0,0.1,0.0,0.410358
0.0,0.2,0.0,0.1,0.1,0.6,0.440001
0.7,0.0,0.0,0.1,0.1,0.1,0.403933
0.0,0.2,0.1,0.1,0.6,0.0,0.38739
0.2,0.0,0.6,0.1,0.1,0.0,0.521683
0.0,0.2,0.0,0.4,0.1,0.3,0.464873
0.0,0.2,0.6,0.1,0.1,0.0,0.48471
0.4,0.0,0.0,0.5,0.1,0.0,0.388308
0.0,0.1,0.5,0.2,0.0,0.2,0.554171
0.1,0.6,0.0,0.0,0.3,0.0,0.421863
0.0,0.0,0.0,0.0,0.1,0.9,0.422771
0.4,0.0,0.1,0.1,0.4,0.0,0.390348
0.7,0.0,0.0,0.2,0.0,0.1,0.39252
0.2,0.0,0.3,0.4,0.1,0.0,0.4168489999999999
0.1,0.7,0.0,0.0,0.1,0.1,0.414908
0.0,0.7,0.0,0.0,0.3,0.0,0.4192689999999999
0.0,0.8,0.1,0.0,0.0,0.1,0.413558
0.0,0.1,0.0,0.3,0.2,0.4,0.4022159999999999
0.4,0.6,0.0,0.0,0.0,0.0,0.376693
0.0,0.4,0.1,0.3,0.2,0.0,0.374207
0.3,0.0,0.0,0.3,0.1,0.3,0.417886
0.6,0.0,0.3,0.0,0.0,0.1,0.391281
0.1,0.0,0.2,0.1,0.0,0.6,0.383805
0.1,0.2,0.0,0.1,0.0,0.6,0.396732
0.4,0.0,0.4,0.0,0.2,0.0,0.399649
0.1,0.4,0.3,0.0,0.2,0.0,0.415092
0.5,0.2,0.1,0.0,0.0,0.2,0.342391
0.0,0.3,0.0,0.1,0.5,0.1,0.402169
0.0,0.0,0.4,0.4,0.2,0.0,0.443329
0.4,0.0,0.1,0.0,0.4,0.1,0.3957699999999999
0.0,0.1,0.0,0.4,0.5,0.0,0.3985309999999999
0.0,0.2,0.3,0.0,0.0,0.5,0.488829
0.0,0.0,0.3,0.1,0.6,0.0,0.423326
0.0,0.0,0.2,0.1,0.0,0.7,0.57573
0.1,0.0,0.1,0.5,0.3,0.0,0.361322
0.0,0.1,0.0,0.0,0.8,0.1,0.4166899999999999
0.2,0.4,0.4,0.0,0.0,0.0,0.4097189999999999
0.0,0.1,0.3,0.2,0.0,0.4,0.574442
0.0,0.3,0.4,0.0,0.0,0.3,0.472917
0.0,0.0,0.3,0.1,0.5,0.1,0.421824
0.0,0.6,0.0,0.3,0.1,0.0,0.389248
0.7,0.1,0.0,0.1,0.0,0.1,0.357168
0.0,0.3,0.5,0.0,0.0,0.2,0.483992
0.0,0.0,0.0,0.7,0.0,0.3,0.572781
0.0,0.4,0.0,0.3,0.3,0.0,0.397208
0.1,0.0,0.0,0.1,0.5,0.3,0.429217
0.1,0.0,0.3,0.1,0.5,0.0,0.428907
0.0,0.0,0.0,0.1,0.6,0.3,0.442486
0.0,0.5,0.3,0.1,0.1,0.0,0.3992469999999999
0.4,0.4,0.0,0.1,0.0,0.1,0.3477409999999999
0.0,0.5,0.3,0.0,0.2,0.0,0.4143989999999999
0.0,0.5,0.5,0.0,0.0,0.0,0.453664
0.0,0.0,0.0,0.3,0.1,0.6,0.4062179999999999
0.3,0.2,0.0,0.4,0.1,0.0,0.372256
0.5,0.3,0.0,0.1,0.0,0.1,0.343593
0.1,0.0,0.6,0.0,0.0,0.3,0.513671
0.2,0.1,0.0,0.6,0.1,0.0,0.385939
0.0,0.0,0.2,0.0,0.1,0.7,0.453296
0.0,0.3,0.0,0.4,0.0,0.3,0.497949
0.0,0.4,0.3,0.2,0.0,0.1,0.433263
0.0,0.3,0.0,0.0,0.6,0.1,0.414025
0.0,0.3,0.0,0.3,0.2,0.2,0.422012
0.0,0.5,0.1,0.0,0.3,0.1,0.383823
0.2,0.0,0.5,0.0,0.2,0.1,0.475238
0.0,0.1,0.0,0.4,0.0,0.5,0.582047
0.0,0.0,0.3,0.1,0.3,0.3,0.46253
0.1,0.3,0.0,0.2,0.0,0.4,0.445147
0.5,0.0,0.4,0.0,0.0,0.1,0.454322
0.0,0.4,0.0,0.6,0.0,0.0,0.443231
0.4,0.0,0.0,0.0,0.5,0.1,0.382355
0.2,0.4,0.0,0.0,0.0,0.4,0.391414
0.0,0.0,0.0,0.3,0.7,0.0,0.392399
0.1,0.3,0.0,0.0,0.4,0.2,0.389951
0.2,0.3,0.2,0.0,0.0,0.3,0.383665
0.8,0.0,0.1,0.1,0.0,0.0,0.3744949999999999
0.0,0.1,0.4,0.0,0.5,0.0,0.440542
0.0,0.6,0.3,0.1,0.0,0.0,0.4206189999999999
0.5,0.0,0.4,0.0,0.1,0.0,0.399605
0.1,0.1,0.0,0.4,0.0,0.4,0.411778
0.0,0.4,0.0,0.1,0.5,0.0,0.393253
0.1,0.3,0.1,0.0,0.0,0.5,0.398544
0.0,0.0,0.1,0.5,0.2,0.2,0.4343579999999999
0.3,0.1,0.0,0.0,0.1,0.5,0.383576
0.0,0.3,0.4,0.1,0.2,0.0,0.425117
0.0,0.1,0.0,0.0,0.4,0.5,0.402409
0.2,0.1,0.0,0.0,0.3,0.4,0.388211
0.4,0.0,0.4,0.0,0.0,0.2,0.4319449999999999
0.0,0.1,0.1,0.3,0.5,0.0,0.372717
0.0,0.0,0.3,0.1,0.1,0.5,0.465074
0.7,0.1,0.0,0.1,0.1,0.0,0.35817
0.3,0.0,0.1,0.4,0.2,0.0,0.368832
0.2,0.1,0.0,0.0,0.0,0.7,0.397644
0.5,0.0,0.2,0.0,0.1,0.2,0.390685
0.4,0.1,0.0,0.1,0.4,0.0,0.370431
0.0,0.2,0.1,0.0,0.5,0.2,0.4115819999999999
0.0,0.5,0.2,0.3,0.0,0.0,0.408848
0.2,0.0,0.4,0.3,0.1,0.0,0.424297
0.0,0.5,0.0,0.1,0.3,0.1,0.399023
0.1,0.0,0.0,0.5,0.1,0.3,0.475128
0.0,0.0,0.5,0.2,0.2,0.1,0.4571939999999999
0.0,0.2,0.5,0.0,0.3,0.0,0.459205
0.3,0.0,0.0,0.5,0.0,0.2,0.427981
0.1,0.4,0.4,0.0,0.0,0.1,0.433626
0.0,0.2,0.4,0.3,0.1,0.0,0.4317859999999999
0.0,0.6,0.0,0.1,0.3,0.0,0.39039
0.0,0.5,0.2,0.2,0.0,0.1,0.423155
0.2,0.6,0.1,0.0,0.0,0.1,0.376354
0.3,0.4,0.1,0.0,0.0,0.2,0.356087
0.7,0.1,0.2,0.0,0.0,0.0,0.380941
0.7,0.0,0.1,0.2,0.0,0.0,0.388802
0.0,0.0,0.0,0.6,0.1,0.3,0.48772
0.4,0.0,0.0,0.0,0.4,0.2,0.4125279999999999
0.2,0.0,0.1,0.2,0.0,0.5,0.43638
0.0,0.0,0.4,0.2,0.4,0.0,0.440206
0.0,0.0,0.4,0.5,0.1,0.0,0.472017
0.1,0.4,0.0,0.0,0.2,0.3,0.396076
0.1,0.2,0.2,0.0,0.0,0.5,0.439601
0.0,0.0,0.0,0.1,0.4,0.5,0.433806
0.7,0.2,0.1,0.0,0.0,0.0,0.344151
0.4,0.0,0.4,0.1,0.1,0.0,0.44797
0.1,0.4,0.2,0.0,0.0,0.3,0.417832
0.1,0.0,0.0,0.0,0.3,0.6,0.44591
0.5,0.3,0.1,0.0,0.1,0.0,0.3544219999999999
0.2,0.0,0.0,0.1,0.3,0.4,0.431414
0.1,0.3,0.0,0.4,0.2,0.0,0.39209
0.4,0.0,0.0,0.2,0.3,0.1,0.39966
0.0,0.5,0.0,0.1,0.1,0.3,0.424364
0.0,0.0,0.1,0.1,0.4,0.4,0.457693
0.4,0.0,0.1,0.0,0.5,0.0,0.412926
0.0,0.0,0.3,0.4,0.0,0.3,0.637003
0.0,0.0,0.1,0.3,0.1,0.5,0.470364
0.1,0.5,0.0,0.0,0.2,0.2,0.385151
0.0,0.6,0.4,0.0,0.0,0.0,0.455848
0.0,0.3,0.0,0.7,0.0,0.0,0.491663
0.6,0.2,0.1,0.0,0.1,0.0,0.3546809999999999
0.0,0.1,0.8,0.0,0.0,0.1,0.532109
0.0,0.3,0.0,0.4,0.2,0.1,0.419806
0.2,0.3,0.0,0.2,0.0,0.3,0.37185
0.3,0.1,0.1,0.0,0.5,0.0,0.377475
0.3,0.1,0.0,0.2,0.0,0.4,0.37574
0.1,0.0,0.1,0.1,0.0,0.7,0.395283
0.1,0.1,0.7,0.1,0.0,0.0,0.488518
0.1,0.2,0.2,0.0,0.5,0.0,0.412929
0.2,0.0,0.1,0.0,0.6,0.1,0.40796
0.0,0.1,0.0,0.4,0.3,0.2,0.4450909999999999
0.0,0.3,0.1,0.0,0.4,0.2,0.400833
0.3,0.0,0.0,0.0,0.4,0.3,0.408428
0.3,0.0,0.1,0.0,0.4,0.2,0.404771
0.7,0.0,0.0,0.0,0.0,0.3,0.41653
0.2,0.1,0.5,0.0,0.0,0.2,0.434513
0.0,0.5,0.2,0.0,0.1,0.2,0.416361
0.3,0.0,0.5,0.1,0.0,0.1,0.4578319999999999
0.0,0.4,0.1,0.1,0.4,0.0,0.375485
0.0,0.3,0.0,0.3,0.0,0.4,0.478308
0.2,0.0,0.4,0.3,0.0,0.1,0.4581689999999999
0.2,0.0,0.2,0.1,0.0,0.5,0.404453
0.0,0.6,0.1,0.0,0.2,0.1,0.390885
0.0,0.3,0.3,0.0,0.0,0.4,0.467782
0.0,0.3,0.1,0.4,0.2,0.0,0.375172
0.1,0.0,0.3,0.3,0.3,0.0,0.407952
0.0,0.2,0.1,0.6,0.1,0.0,0.423146
0.1,0.2,0.6,0.0,0.0,0.1,0.449258
0.3,0.0,0.0,0.3,0.4,0.0,0.387401
0.3,0.0,0.3,0.0,0.1,0.3,0.434643
0.0,0.3,0.1,0.3,0.3,0.0,0.374683
0.3,0.3,0.2,0.0,0.0,0.2,0.367374
0.3,0.0,0.3,0.2,0.0,0.2,0.4738729999999999
0.0,0.1,0.0,0.1,0.8,0.0,0.4000869999999999
0.0,0.0,0.3,0.2,0.2,0.3,0.460495
0.5,0.3,0.0,0.0,0.1,0.1,0.363959
0.3,0.0,0.1,0.4,0.0,0.2,0.4703569999999999
0.3,0.0,0.1,0.3,0.3,0.0,0.375653
0.0,0.0,0.4,0.0,0.6,0.0,0.44666
0.0,0.6,0.0,0.2,0.1,0.1,0.397964
0.1,0.0,0.2,0.7,0.0,0.0,0.526041
0.0,0.0,0.7,0.2,0.1,0.0,0.540632
0.1,0.0,0.1,0.4,0.0,0.4,0.589601
0.6,0.0,0.1,0.1,0.0,0.2,0.39335
0.2,0.5,0.2,0.0,0.1,0.0,0.403385
0.0,0.0,0.2,0.0,0.5,0.3,0.458977
0.3,0.0,0.0,0.4,0.0,0.3,0.508387
0.1,0.3,0.3,0.0,0.3,0.0,0.4217609999999999
0.2,0.0,0.7,0.0,0.0,0.1,0.537429
0.0,0.0,0.1,0.3,0.5,0.1,0.3952989999999999
0.0,0.1,0.5,0.1,0.3,0.0,0.450535
0.0,0.1,0.0,0.3,0.5,0.1,0.432772
0.4,0.0,0.0,0.4,0.0,0.2,0.459216
0.4,0.3,0.2,0.0,0.0,0.1,0.371034
0.1,0.0,0.1,0.0,0.8,0.0,0.411635
0.0,0.0,0.1,0.3,0.2,0.4,0.459812
0.1,0.4,0.0,0.4,0.0,0.1,0.4169739999999999
0.5,0.2,0.2,0.0,0.1,0.0,0.386631
0.0,0.0,0.2,0.4,0.1,0.3,0.5089100000000001
0.3,0.3,0.1,0.0,0.3,0.0,0.370031
0.1,0.0,0.1,0.4,0.4,0.0,0.360901
0.0,0.1,0.5,0.4,0.0,0.0,0.502865
0.3,0.0,0.3,0.3,0.0,0.1,0.429788
0.0,0.7,0.0,0.2,0.0,0.1,0.4126189999999999
0.0,0.2,0.0,0.1,0.4,0.3,0.407551
0.1,0.0,0.9,0.0,0.0,0.0,0.5380020000000001
0.4,0.1,0.0,0.0,0.0,0.5,0.383117
0.1,0.4,0.1,0.4,0.0,0.0,0.380925
0.0,0.0,0.0,0.6,0.0,0.4,0.636811
0.1,0.0,0.6,0.3,0.0,0.0,0.58197
0.4,0.0,0.0,0.1,0.2,0.3,0.402467
0.0,0.1,0.1,0.0,0.4,0.4,0.415029
0.0,0.0,0.1,0.6,0.3,0.0,0.371127
0.0,0.0,0.0,0.4,0.5,0.1,0.428899
0.0,0.0,0.7,0.0,0.3,0.0,0.491637
0.0,0.0,0.0,0.5,0.2,0.3,0.44892
0.2,0.3,0.1,0.4,0.0,0.0,0.361568
0.4,0.1,0.1,0.4,0.0,0.0,0.368464
0.0,0.3,0.0,0.1,0.0,0.6,0.466771
0.3,0.2,0.4,0.1,0.0,0.0,0.411404
0.0,0.0,0.7,0.0,0.1,0.2,0.505474
0.0,0.5,0.3,0.2,0.0,0.0,0.4082139999999999
0.0,0.7,0.0,0.2,0.1,0.0,0.386293
0.4,0.3,0.1,0.2,0.0,0.0,0.342876
0.0,0.1,0.0,0.9,0.0,0.0,0.576034
0.1,0.0,0.0,0.1,0.8,0.0,0.4079489999999999
0.0,0.5,0.0,0.1,0.2,0.2,0.398287
0.3,0.4,0.0,0.1,0.0,0.2,0.353576
0.3,0.1,0.0,0.1,0.0,0.5,0.3825679999999999
0.7,0.0,0.2,0.0,0.1,0.0,0.38708
0.3,0.0,0.1,0.2,0.4,0.0,0.373531
0.3,0.2,0.0,0.1,0.4,0.0,0.376217
0.0,0.6,0.1,0.0,0.1,0.2,0.404373
0.0,0.0,0.3,0.0,0.5,0.2,0.452893
0.0,0.1,0.6,0.2,0.0,0.1,0.52652
0.2,0.0,0.0,0.0,0.7,0.1,0.400326
0.1,0.6,0.2,0.0,0.0,0.1,0.407653
0.2,0.5,0.2,0.0,0.0,0.1,0.394352
0.0,0.3,0.2,0.5,0.0,0.0,0.458626
0.3,0.1,0.4,0.0,0.2,0.0,0.41623
0.1,0.1,0.0,0.8,0.0,0.0,0.428479
0.0,0.4,0.1,0.1,0.0,0.4,0.4506949999999999
0.4,0.2,0.0,0.0,0.3,0.1,0.35762
0.0,0.6,0.1,0.3,0.0,0.0,0.4077659999999999
0.0,0.0,0.1,0.0,0.5,0.4,0.445906
0.0,0.1,0.4,0.0,0.3,0.2,0.466024
0.1,0.4,0.1,0.0,0.0,0.4,0.414501
0.0,0.3,0.5,0.2,0.0,0.0,0.484153
0.2,0.0,0.0,0.4,0.3,0.1,0.410208
0.1,0.0,0.0,0.4,0.0,0.5,0.5208520000000001
0.0,0.1,0.0,0.6,0.3,0.0,0.391169
0.0,0.0,0.1,0.0,0.4,0.5,0.431818
0.0,0.0,0.0,0.9,0.1,0.0,0.452738
0.0,0.3,0.2,0.0,0.1,0.4,0.432162
0.5,0.0,0.3,0.0,0.0,0.2,0.4395739999999999
0.3,0.2,0.0,0.0,0.1,0.4,0.37922
0.1,0.4,0.4,0.0,0.1,0.0,0.4325859999999999
0.1,0.0,0.1,0.6,0.2,0.0,0.364738
0.0,0.4,0.0,0.4,0.1,0.1,0.419613
0.0,0.4,0.4,0.0,0.1,0.1,0.43942
0.0,0.2,0.1,0.0,0.4,0.3,0.426022
0.3,0.0,0.5,0.1,0.1,0.0,0.486514
0.7,0.0,0.0,0.0,0.2,0.1,0.423253
0.0,0.9,0.1,0.0,0.0,0.0,0.411473
0.3,0.4,0.0,0.3,0.0,0.0,0.349408
0.5,0.0,0.0,0.1,0.1,0.3,0.413603
0.0,0.0,0.2,0.5,0.2,0.1,0.4386899999999999
0.3,0.0,0.1,0.0,0.6,0.0,0.399544
0.0,0.3,0.1,0.5,0.1,0.0,0.4056079999999999
0.0,0.5,0.0,0.3,0.0,0.2,0.443958
0.0,0.1,0.4,0.3,0.0,0.2,0.547254
0.0,0.0,0.5,0.1,0.3,0.1,0.4706329999999999
0.0,0.0,0.5,0.0,0.5,0.0,0.460607
0.1,0.3,0.4,0.2,0.0,0.0,0.435577
0.5,0.0,0.0,0.2,0.1,0.2,0.411827
0.5,0.0,0.3,0.2,0.0,0.0,0.435158
0.0,0.0,0.3,0.0,0.4,0.3,0.459066
0.1,0.0,0.3,0.6,0.0,0.0,0.492858
0.0,0.4,0.2,0.3,0.0,0.1,0.4385779999999999
0.3,0.0,0.3,0.3,0.1,0.0,0.430635
0.2,0.5,0.0,0.0,0.3,0.0,0.407284
0.3,0.5,0.0,0.2,0.0,0.0,0.356244
0.0,0.7,0.2,0.0,0.0,0.1,0.422276
0.7,0.0,0.1,0.0,0.2,0.0,0.384022
0.4,0.3,0.0,0.2,0.1,0.0,0.364477
0.0,0.0,0.6,0.3,0.1,0.0,0.5002300000000001
0.0,0.0,0.3,0.2,0.0,0.5,0.559057
0.0,0.1,0.4,0.4,0.0,0.1,0.5372060000000001
0.1,0.3,0.0,0.5,0.0,0.1,0.404605
0.0,0.7,0.1,0.2,0.0,0.0,0.403462
0.0,0.1,0.6,0.1,0.2,0.0,0.461806
0.3,0.0,0.0,0.6,0.1,0.0,0.389326
0.0,0.3,0.3,0.0,0.4,0.0,0.419506
0.0,0.3,0.1,0.0,0.6,0.0,0.3879849999999999
0.0,0.4,0.0,0.0,0.3,0.3,0.414912
0.2,0.1,0.1,0.0,0.0,0.6,0.387318
0.0,0.1,0.6,0.0,0.1,0.2,0.517762
0.0,0.5,0.1,0.1,0.3,0.0,0.37677
0.2,0.5,0.1,0.2,0.0,0.0,0.3619449999999999
0.2,0.4,0.0,0.3,0.1,0.0,0.369317
0.0,0.2,0.4,0.0,0.0,0.4,0.514822
0.1,0.0,0.2,0.0,0.4,0.3,0.4541159999999999
0.6,0.0,0.2,0.1,0.1,0.0,0.400748
0.5,0.2,0.0,0.2,0.1,0.0,0.36451
0.2,0.2,0.0,0.0,0.3,0.3,0.377135
0.4,0.2,0.0,0.4,0.0,0.0,0.375488
0.0,0.2,0.0,0.2,0.5,0.1,0.417207
0.0,0.6,0.0,0.4,0.0,0.0,0.429501
0.0,0.0,0.0,0.3,0.5,0.2,0.4392359999999999
0.2,0.3,0.2,0.3,0.0,0.0,0.36668
0.0,0.1,0.6,0.0,0.2,0.1,0.4891569999999999
0.1,0.0,0.0,0.0,0.5,0.4,0.43663
0.5,0.0,0.1,0.1,0.0,0.3,0.455113
0.0,0.0,0.5,0.0,0.4,0.1,0.47007
0.3,0.5,0.0,0.1,0.1,0.0,0.3709659999999999
0.2,0.2,0.0,0.1,0.5,0.0,0.387544
0.4,0.3,0.0,0.0,0.2,0.1,0.361697
0.5,0.0,0.2,0.0,0.3,0.0,0.425539
0.0,0.3,0.0,0.0,0.1,0.6,0.4450989999999999
0.0,0.1,0.2,0.6,0.1,0.0,0.439695
0.0,0.2,0.0,0.0,0.4,0.4,0.40907
0.1,0.0,0.4,0.0,0.1,0.4,0.47329
0.0,0.7,0.1,0.0,0.0,0.2,0.436271
0.0,0.0,0.2,0.1,0.6,0.1,0.415851
0.0,0.0,0.6,0.0,0.1,0.3,0.543568
0.1,0.0,0.8,0.0,0.1,0.0,0.540423
0.2,0.0,0.5,0.0,0.1,0.2,0.466235
0.4,0.2,0.0,0.0,0.1,0.3,0.368338
0.1,0.0,0.2,0.2,0.5,0.0,0.389126
0.5,0.0,0.1,0.0,0.2,0.2,0.39227
0.2,0.0,0.1,0.0,0.5,0.2,0.4058719999999999
0.0,0.1,0.4,0.0,0.1,0.4,0.459138
0.2,0.0,0.4,0.0,0.0,0.4,0.437576
0.2,0.0,0.3,0.1,0.4,0.0,0.422855
0.2,0.0,0.0,0.0,0.5,0.3,0.392917
0.0,0.6,0.0,0.1,0.0,0.3,0.432847
0.0,0.0,0.7,0.0,0.2,0.1,0.527939
0.1,0.0,0.0,0.5,0.3,0.1,0.398651
0.0,0.3,0.0,0.0,0.4,0.3,0.405628
0.5,0.1,0.0,0.0,0.0,0.4,0.377677
0.3,0.4,0.2,0.0,0.0,0.1,0.375544
0.0,0.0,0.3,0.2,0.3,0.2,0.4267399999999999
0.4,0.2,0.3,0.0,0.0,0.1,0.385164
0.0,0.3,0.4,0.3,0.0,0.0,0.4496449999999999
0.5,0.0,0.0,0.2,0.0,0.3,0.418226
0.0,0.0,0.4,0.6,0.0,0.0,0.545181
0.1,0.3,0.0,0.3,0.0,0.3,0.404364
0.3,0.2,0.1,0.0,0.0,0.4,0.370465
0.3,0.0,0.0,0.7,0.0,0.0,0.403127
0.0,0.5,0.2,0.2,0.1,0.0,0.383899
0.3,0.4,0.0,0.0,0.3,0.0,0.389067
0.2,0.1,0.0,0.4,0.3,0.0,0.387111
0.0,0.3,0.0,0.1,0.4,0.2,0.4151899999999999
0.5,0.1,0.4,0.0,0.0,0.0,0.399989
0.0,0.1,0.1,0.2,0.6,0.0,0.371615
0.4,0.3,0.1,0.0,0.0,0.2,0.343843
0.0,0.4,0.1,0.4,0.1,0.0,0.382175
0.2,0.0,0.0,0.3,0.3,0.2,0.404429
0.1,0.6,0.0,0.3,0.0,0.0,0.391267
0.0,0.5,0.1,0.3,0.0,0.1,0.432764
0.0,0.0,0.3,0.3,0.3,0.1,0.408159
0.0,0.2,0.2,0.5,0.0,0.1,0.5227229999999999
0.1,0.1,0.1,0.0,0.7,0.0,0.389807
0.6,0.0,0.0,0.0,0.1,0.3,0.405305
0.0,0.8,0.0,0.0,0.1,0.1,0.429329
0.2,0.1,0.0,0.0,0.1,0.6,0.391436
0.2,0.0,0.1,0.6,0.0,0.1,0.4683739999999999
0.3,0.1,0.0,0.0,0.6,0.0,0.391018
0.0,0.0,0.1,0.8,0.1,0.0,0.458471
0.2,0.7,0.0,0.0,0.0,0.1,0.398153
0.4,0.0,0.0,0.0,0.0,0.6,0.444638
0.2,0.0,0.1,0.2,0.5,0.0,0.386288
0.2,0.1,0.3,0.4,0.0,0.0,0.408719
0.0,0.1,0.3,0.0,0.4,0.2,0.444655
0.2,0.0,0.1,0.0,0.7,0.0,0.409136
0.9,0.0,0.1,0.0,0.0,0.0,0.400555
0.6,0.0,0.1,0.2,0.0,0.1,0.39848
0.1,0.0,0.1,0.2,0.6,0.0,0.385848
0.0,0.0,0.3,0.0,0.0,0.7,0.5272
0.3,0.0,0.2,0.0,0.4,0.1,0.43515
0.0,0.0,0.2,0.1,0.4,0.3,0.433826
0.1,0.0,0.5,0.4,0.0,0.0,0.5809949999999999
0.2,0.0,0.3,0.0,0.2,0.3,0.474261
0.3,0.3,0.0,0.1,0.0,0.3,0.3574449999999999
0.5,0.2,0.1,0.0,0.2,0.0,0.357722
0.1,0.0,0.1,0.0,0.2,0.6,0.4245529999999999
0.3,0.1,0.5,0.1,0.0,0.0,0.428747
0.1,0.0,0.2,0.1,0.6,0.0,0.411501
0.2,0.1,0.5,0.0,0.2,0.0,0.4393109999999999
0.0,0.0,0.1,0.4,0.5,0.0,0.378691
0.1,0.9,0.0,0.0,0.0,0.0,0.432189
0.0,0.0,0.5,0.1,0.0,0.4,0.7379100000000001
0.3,0.0,0.1,0.0,0.2,0.4,0.4240739999999999
0.0,0.0,0.0,0.3,0.3,0.4,0.422664
0.1,0.6,0.0,0.1,0.2,0.0,0.375319
0.1,0.0,0.2,0.0,0.5,0.2,0.418484
0.1,0.2,0.0,0.5,0.2,0.0,0.385896
0.0,0.0,0.2,0.2,0.5,0.1,0.3870619999999999
0.1,0.0,0.0,0.3,0.3,0.3,0.417434
0.0,0.1,0.2,0.5,0.0,0.2,0.503293
0.2,0.1,0.0,0.2,0.0,0.5,0.367817
0.2,0.0,0.1,0.1,0.6,0.0,0.406981
0.0,0.2,0.0,0.4,0.4,0.0,0.408593
0.1,0.0,0.8,0.0,0.0,0.1,0.496903
0.0,0.1,0.0,0.5,0.1,0.3,0.448748
0.0,0.0,0.1,0.6,0.1,0.2,0.490959
0.0,0.0,0.1,0.0,0.6,0.3,0.435583
0.5,0.2,0.0,0.0,0.3,0.0,0.378263
0.0,0.1,0.3,0.0,0.3,0.3,0.450918
0.4,0.3,0.2,0.0,0.1,0.0,0.379914
0.0,0.1,0.0,0.5,0.4,0.0,0.395292
0.3,0.4,0.1,0.0,0.2,0.0,0.368152
0.0,0.1,0.4,0.2,0.0,0.3,0.504447
0.3,0.1,0.0,0.0,0.3,0.3,0.371977
0.2,0.1,0.0,0.3,0.0,0.4,0.3917449999999999
0.0,0.1,0.3,0.0,0.0,0.6,0.532688
0.0,0.0,0.1,0.7,0.0,0.2,0.566669
0.6,0.2,0.1,0.0,0.0,0.1,0.3426639999999999
0.0,0.1,0.0,0.7,0.1,0.1,0.462685
0.5,0.0,0.1,0.0,0.3,0.1,0.379179
0.4,0.1,0.0,0.5,0.0,0.0,0.390572
0.0,0.5,0.0,0.0,0.5,0.0,0.4178689999999999
0.0,0.4,0.5,0.0,0.0,0.1,0.4653859999999999
0.0,0.1,0.5,0.1,0.0,0.3,0.529188
0.1,0.0,0.0,0.6,0.0,0.3,0.535992
0.3,0.2,0.2,0.3,0.0,0.0,0.357696
0.0,0.4,0.4,0.2,0.0,0.0,0.45882
0.0,0.0,0.4,0.4,0.0,0.2,0.575417
0.0,0.4,0.4,0.1,0.0,0.1,0.459815
0.0,0.0,0.4,0.1,0.3,0.2,0.44805
0.9,0.0,0.0,0.0,0.1,0.0,0.383061
0.5,0.1,0.0,0.0,0.4,0.0,0.381115
0.0,0.2,0.3,0.0,0.4,0.1,0.419906
0.2,0.3,0.1,0.0,0.4,0.0,0.374926
0.3,0.0,0.0,0.0,0.0,0.7,0.4594819999999999
0.6,0.0,0.0,0.1,0.2,0.1,0.403855
0.7,0.0,0.1,0.1,0.0,0.1,0.40076
0.6,0.0,0.1,0.1,0.2,0.0,0.4017969999999999
0.0,0.1,0.3,0.4,0.2,0.0,0.395209
0.0,0.2,0.0,0.5,0.0,0.3,0.536329
